/home/yubin/miniconda3/envs/torch/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
Epoch is [292/600], mini-batch is [9/27], time consumption is 0.20569229, batch_loss is 0.33009088
classify loss is 0.13288563, angle loss is 0.00121970, iou loss is 0.20112826
Epoch is [292/600], mini-batch is [10/27], time consumption is 0.20102358, batch_loss is 0.34621087
classify loss is 0.13075250, angle loss is 0.00311808, iou loss is 0.21207659
Epoch is [292/600], mini-batch is [11/27], time consumption is 0.20370483, batch_loss is 0.37400985
classify loss is 0.15545964, angle loss is 0.00141283, iou loss is 0.21838085
Epoch is [292/600], mini-batch is [12/27], time consumption is 0.20031071, batch_loss is 0.38796878
classify loss is 0.10234320, angle loss is 0.00130589, iou loss is 0.19101356
Epoch is [292/600], mini-batch is [13/27], time consumption is 0.20267582, batch_loss is 0.30641568
classify loss is 0.14842522, angle loss is 0.00096635, iou loss is 0.18408078
Epoch is [292/600], mini-batch is [14/27], time consumption is 0.20320535, batch_loss is 0.34216949
classify loss is 0.13727719, angle loss is 0.00127108, iou loss is 0.22819826
Epoch is [292/600], mini-batch is [15/27], time consumption is 0.20306706, batch_loss is 0.37818623
classify loss is 0.11726975, angle loss is 0.00143345, iou loss is 0.18385886
Epoch is [292/600], mini-batch is [16/27], time consumption is 0.20170403, batch_loss is 0.31546310
classify loss is 0.14936370, angle loss is 0.00163785, iou loss is 0.19594222
Epoch is [292/600], mini-batch is [17/27], time consumption is 0.20515537, batch_loss is 0.36168444
classify loss is 0.17111003, angle loss is 0.00129503, iou loss is 0.22039954
Epoch is [292/600], mini-batch is [18/27], time consumption is 0.19992304, batch_loss is 0.40445989
classify loss is 0.13216490, angle loss is 0.00072833, iou loss is 0.20798969
Epoch is [292/600], mini-batch is [19/27], time consumption is 0.20734215, batch_loss is 0.34743786
classify loss is 0.13108039, angle loss is 0.00134824, iou loss is 0.22685838
Epoch is [292/600], mini-batch is [20/27], time consumption is 0.20421839, batch_loss is 0.37142116
classify loss is 0.13942629, angle loss is 0.00202722, iou loss is 0.20120047
Epoch is [292/600], mini-batch is [21/27], time consumption is 0.20705128, batch_loss is 0.36089891
classify loss is 0.11197203, angle loss is 0.00108463, iou loss is 0.18137890
Epoch is [292/600], mini-batch is [22/27], time consumption is 0.20222378, batch_loss is 0.30419725
classify loss is 0.11555552, angle loss is 0.00096245, iou loss is 0.23829956
Epoch is [292/600], mini-batch is [23/27], time consumption is 0.20034552, batch_loss is 0.36347961
classify loss is 0.14561611, angle loss is 0.00124551, iou loss is 0.24301486
Epoch is [292/600], mini-batch is [24/27], time consumption is 0.20096517, batch_loss is 0.40108603
classify loss is 0.20269299, angle loss is 0.00290419, iou loss is 0.24118052
Epoch is [292/600], mini-batch is [25/27], time consumption is 0.20464730, batch_loss is 0.47291538
classify loss is 0.15875089, angle loss is 0.00227150, iou loss is 0.24905342
Epoch is [292/600], mini-batch is [26/27], time consumption is 0.20346189, batch_loss is 0.43051925
classify loss is 0.16150570, angle loss is 0.00307768, iou loss is 0.25340945
Epoch is [292/600], mini-batch is [27/27], time consumption is 0.20352602, batch_loss is 0.44569197
epoch_loss is 0.37744543, epoch_time is 20.29852724
Mon May 23 17:53:22 2022
==================================================
classify loss is 0.13921213, angle loss is 0.00198957, iou loss is 0.20193732
Epoch is [293/600], mini-batch is [1/27], time consumption is 0.21004534, batch_loss is 0.36104509
classify loss is 0.14325631, angle loss is 0.00117154, iou loss is 0.22917444
Epoch is [293/600], mini-batch is [2/27], time consumption is 0.20652056, batch_loss is 0.38414609
classify loss is 0.12544477, angle loss is 0.00056636, iou loss is 0.19354992
Epoch is [293/600], mini-batch is [3/27], time consumption is 0.20265579, batch_loss is 0.32465833
classify loss is 0.17010933, angle loss is 0.00228449, iou loss is 0.25471133
Epoch is [293/600], mini-batch is [4/27], time consumption is 0.20809293, batch_loss is 0.44766560
classify loss is 0.14093018, angle loss is 0.00061416, iou loss is 0.22903791
Epoch is [293/600], mini-batch is [5/27], time consumption is 0.20403886, batch_loss is 0.37610972
classify loss is 0.16859025, angle loss is 0.00099375, iou loss is 0.24049933
Epoch is [293/600], mini-batch is [6/27], time consumption is 0.20326018, batch_loss is 0.41902703
classify loss is 0.10247546, angle loss is 0.00084609, iou loss is 0.21558347
Epoch is [293/600], mini-batch is [7/27], time consumption is 0.20077538, batch_loss is 0.32651979
classify loss is 0.13185340, angle loss is 0.00124248, iou loss is 0.18471391
Epoch is [293/600], mini-batch is [8/27], time consumption is 0.20709348, batch_loss is 0.32899213
classify loss is 0.12806833, angle loss is 0.00132125, iou loss is 0.19385011
Epoch is [293/600], mini-batch is [9/27], time consumption is 0.20433521, batch_loss is 0.33513099
classify loss is 0.12708873, angle loss is 0.00127993, iou loss is 0.21207157
Epoch is [293/600], mini-batch is [10/27], time consumption is 0.20281863, batch_loss is 0.35195953
classify loss is 0.16360879, angle loss is 0.00127638, iou loss is 0.27183583
Epoch is [293/600], mini-batch is [11/27], time consumption is 0.20068550, batch_loss is 0.44820839
classify loss is 0.13054436, angle loss is 0.00188467, iou loss is 0.23156981
Epoch is [293/600], mini-batch is [12/27], time consumption is 0.20159793, batch_loss is 0.38096085
classify loss is 0.14597726, angle loss is 0.00200865, iou loss is 0.19166429
Epoch is [293/600], mini-batch is [13/27], time consumption is 0.20345283, batch_loss is 0.35772800
classify loss is 0.13775682, angle loss is 0.00088628, iou loss is 0.22868088
Epoch is [293/600], mini-batch is [14/27], time consumption is 0.20008397, batch_loss is 0.37530047
classify loss is 0.11821967, angle loss is 0.00106447, iou loss is 0.20440222
Epoch is [293/600], mini-batch is [15/27], time consumption is 0.20273805, batch_loss is 0.33326662
classify loss is 0.12297654, angle loss is 0.00127103, iou loss is 0.18044548
Epoch is [293/600], mini-batch is [16/27], time consumption is 0.20146012, batch_loss is 0.31613237
classify loss is 0.13119555, angle loss is 0.00143295, iou loss is 0.20319396
Epoch is [293/600], mini-batch is [17/27], time consumption is 0.20501757, batch_loss is 0.34871900
classify loss is 0.13327152, angle loss is 0.00066683, iou loss is 0.23519403
Epoch is [293/600], mini-batch is [18/27], time consumption is 0.20309138, batch_loss is 0.37513381
classify loss is 0.14490086, angle loss is 0.00146295, iou loss is 0.26781496
Epoch is [293/600], mini-batch is [19/27], time consumption is 0.20469260, batch_loss is 0.42734537
classify loss is 0.09787184, angle loss is 0.00154444, iou loss is 0.19114245
Epoch is [293/600], mini-batch is [20/27], time consumption is 0.20689726, batch_loss is 0.30445874
classify loss is 0.11588693, angle loss is 0.00159024, iou loss is 0.22584468
Epoch is [293/600], mini-batch is [21/27], time consumption is 0.20734119, batch_loss is 0.35763401
classify loss is 0.13469130, angle loss is 0.00081334, iou loss is 0.20980377
Epoch is [293/600], mini-batch is [22/27], time consumption is 0.20249343, batch_loss is 0.35262847
classify loss is 0.11608183, angle loss is 0.00081106, iou loss is 0.22403297
Epoch is [293/600], mini-batch is [23/27], time consumption is 0.20269895, batch_loss is 0.34822536
classify loss is 0.13800091, angle loss is 0.00091277, iou loss is 0.21748313
Epoch is [293/600], mini-batch is [24/27], time consumption is 0.20136499, batch_loss is 0.36461177
classify loss is 0.12688446, angle loss is 0.00163109, iou loss is 0.24091940
Epoch is [293/600], mini-batch is [25/27], time consumption is 0.20344496, batch_loss is 0.38411474
classify loss is 0.11201280, angle loss is 0.00117566, iou loss is 0.22282329
Epoch is [293/600], mini-batch is [26/27], time consumption is 0.20094085, batch_loss is 0.34659266
classify loss is 0.11905658, angle loss is 0.00102312, iou loss is 0.20467083
Epoch is [293/600], mini-batch is [27/27], time consumption is 0.20214987, batch_loss is 0.33395860
epoch_loss is 0.36334346, epoch_time is 20.59037471
Mon May 23 17:53:42 2022
==================================================
classify loss is 0.10899168, angle loss is 0.00100156, iou loss is 0.18708231
Epoch is [294/600], mini-batch is [1/27], time consumption is 0.21456599, batch_loss is 0.30608964
classify loss is 0.13274896, angle loss is 0.00190379, iou loss is 0.21532302
Epoch is [294/600], mini-batch is [2/27], time consumption is 0.20188761, batch_loss is 0.36710986
classify loss is 0.12244290, angle loss is 0.00088583, iou loss is 0.21569765
Epoch is [294/600], mini-batch is [3/27], time consumption is 0.20691109, batch_loss is 0.34699884
classify loss is 0.14502162, angle loss is 0.00097547, iou loss is 0.25475436
Epoch is [294/600], mini-batch is [4/27], time consumption is 0.20596147, batch_loss is 0.40953073
classify loss is 0.14787251, angle loss is 0.00133694, iou loss is 0.23486595
Epoch is [294/600], mini-batch is [5/27], time consumption is 0.20871925, batch_loss is 0.39610791
classify loss is 0.12600678, angle loss is 0.00050751, iou loss is 0.22138417
Epoch is [294/600], mini-batch is [6/27], time consumption is 0.20438170, batch_loss is 0.35246608
classify loss is 0.10842574, angle loss is 0.00080014, iou loss is 0.21616714
Epoch is [294/600], mini-batch is [7/27], time consumption is 0.20867324, batch_loss is 0.33259422
classify loss is 0.12653154, angle loss is 0.00077831, iou loss is 0.18945523
Epoch is [294/600], mini-batch is [8/27], time consumption is 0.20631433, batch_loss is 0.32376987
classify loss is 0.14147466, angle loss is 0.00161093, iou loss is 0.24259917
Epoch is [294/600], mini-batch is [9/27], time consumption is 0.20653105, batch_loss is 0.40018317
classify loss is 0.12579370, angle loss is 0.00058642, iou loss is 0.19518632
Epoch is [294/600], mini-batch is [10/27], time consumption is 0.20673656, batch_loss is 0.32684425
classify loss is 0.10573184, angle loss is 0.00110387, iou loss is 0.22804229
Epoch is [294/600], mini-batch is [11/27], time consumption is 0.20211458, batch_loss is 0.34481281
classify loss is 0.10335279, angle loss is 0.00076799, iou loss is 0.17821965
Epoch is [294/600], mini-batch is [12/27], time consumption is 0.20886993, batch_loss is 0.28925237
classify loss is 0.16539937, angle loss is 0.00171942, iou loss is 0.24398066
Epoch is [294/600], mini-batch is [13/27], time consumption is 0.19830775, batch_loss is 0.42657423
classify loss is 0.11129647, angle loss is 0.00072463, iou loss is 0.21381857
Epoch is [294/600], mini-batch is [14/27], time consumption is 0.20385957, batch_loss is 0.33236137
classify loss is 0.10898495, angle loss is 0.00328777, iou loss is 0.16143908
Epoch is [294/600], mini-batch is [15/27], time consumption is 0.20185137, batch_loss is 0.30330175
classify loss is 0.09534895, angle loss is 0.00081106, iou loss is 0.18671146
Epoch is [294/600], mini-batch is [16/27], time consumption is 0.20564961, batch_loss is 0.29017097
classify loss is 0.13116384, angle loss is 0.00143209, iou loss is 0.23233190
Epoch is [294/600], mini-batch is [17/27], time consumption is 0.20735621, batch_loss is 0.37781662
classify loss is 0.11056727, angle loss is 0.00096772, iou loss is 0.23644494
Epoch is [294/600], mini-batch is [18/27], time consumption is 0.20283055, batch_loss is 0.35668945
classify loss is 0.14901048, angle loss is 0.00604014, iou loss is 0.23135860
Epoch is [294/600], mini-batch is [19/27], time consumption is 0.20524931, batch_loss is 0.44077045
classify loss is 0.14517981, angle loss is 0.00061911, iou loss is 0.21206625
Epoch is [294/600], mini-batch is [20/27], time consumption is 0.20499110, batch_loss is 0.36343715
classify loss is 0.13815778, angle loss is 0.00109636, iou loss is 0.20570782
Epoch is [294/600], mini-batch is [21/27], time consumption is 0.20737004, batch_loss is 0.35482916
classify loss is 0.13830924, angle loss is 0.00198798, iou loss is 0.22984938
Epoch is [294/600], mini-batch is [22/27], time consumption is 0.20573616, batch_loss is 0.38803846
classify loss is 0.11904019, angle loss is 0.00125492, iou loss is 0.18725891
Epoch is [294/600], mini-batch is [23/27], time consumption is 0.20046329, batch_loss is 0.31884825
classify loss is 0.10316271, angle loss is 0.00205631, iou loss is 0.25616413
Epoch is [294/600], mini-batch is [24/27], time consumption is 0.20974064, batch_loss is 0.37988991
classify loss is 0.14267105, angle loss is 0.00119018, iou loss is 0.22183767
Epoch is [294/600], mini-batch is [25/27], time consumption is 0.20389771, batch_loss is 0.37641054
classify loss is 0.12139267, angle loss is 0.00476993, iou loss is 0.25571987
Epoch is [294/600], mini-batch is [26/27], time consumption is 0.20226598, batch_loss is 0.42481187
classify loss is 0.12644827, angle loss is 0.00102820, iou loss is 0.19573635
Epoch is [294/600], mini-batch is [27/27], time consumption is 0.20322347, batch_loss is 0.33246666
epoch_loss is 0.35785839, epoch_time is 20.19785738
Mon May 23 17:54:02 2022
==================================================
classify loss is 0.10514295, angle loss is 0.00119612, iou loss is 0.19108415
Epoch is [295/600], mini-batch is [1/27], time consumption is 0.20907450, batch_loss is 0.30818835
classify loss is 0.13714218, angle loss is 0.00208917, iou loss is 0.23348385
Epoch is [295/600], mini-batch is [2/27], time consumption is 0.20549607, batch_loss is 0.39151773
classify loss is 0.11978370, angle loss is 0.00094550, iou loss is 0.25865629
Epoch is [295/600], mini-batch is [3/27], time consumption is 0.20518374, batch_loss is 0.38789499
classify loss is 0.11099797, angle loss is 0.00080655, iou loss is 0.17273051
Epoch is [295/600], mini-batch is [4/27], time consumption is 0.20769072, batch_loss is 0.29179400
classify loss is 0.13678598, angle loss is 0.00110925, iou loss is 0.26505557
Epoch is [295/600], mini-batch is [5/27], time consumption is 0.20469737, batch_loss is 0.41293404
classify loss is 0.13365114, angle loss is 0.00087817, iou loss is 0.21818811
Epoch is [295/600], mini-batch is [6/27], time consumption is 0.20796561, batch_loss is 0.36062098
classify loss is 0.11660373, angle loss is 0.00117518, iou loss is 0.19587146
Epoch is [295/600], mini-batch is [7/27], time consumption is 0.20365000, batch_loss is 0.32422704
classify loss is 0.13763058, angle loss is 0.00121860, iou loss is 0.19405262
Epoch is [295/600], mini-batch is [8/27], time consumption is 0.20574427, batch_loss is 0.34386918
classify loss is 0.14394921, angle loss is 0.00136884, iou loss is 0.21406119
Epoch is [295/600], mini-batch is [9/27], time consumption is 0.20627427, batch_loss is 0.37169874
classify loss is 0.10551649, angle loss is 0.00105861, iou loss is 0.16274437
Epoch is [295/600], mini-batch is [10/27], time consumption is 0.20377636, batch_loss is 0.27884695
classify loss is 0.11263716, angle loss is 0.00098387, iou loss is 0.17459750
Epoch is [295/600], mini-batch is [11/27], time consumption is 0.20934296, batch_loss is 0.29707336
classify loss is 0.10443777, angle loss is 0.00111396, iou loss is 0.18337956
Epoch is [295/600], mini-batch is [12/27], time consumption is 0.20494747, batch_loss is 0.29895693
classify loss is 0.11499929, angle loss is 0.00120565, iou loss is 0.21977717
Epoch is [295/600], mini-batch is [13/27], time consumption is 0.20401359, batch_loss is 0.34683296
classify loss is 0.19607204, angle loss is 0.00346456, iou loss is 0.26988378
Epoch is [295/600], mini-batch is [14/27], time consumption is 0.20494962, batch_loss is 0.50060141
classify loss is 0.11404747, angle loss is 0.00069647, iou loss is 0.16338114
Epoch is [295/600], mini-batch is [15/27], time consumption is 0.20544386, batch_loss is 0.28439328
classify loss is 0.10398036, angle loss is 0.00137581, iou loss is 0.19072840
Epoch is [295/600], mini-batch is [16/27], time consumption is 0.20853925, batch_loss is 0.30846691
classify loss is 0.12824273, angle loss is 0.00196052, iou loss is 0.20753556
Epoch is [295/600], mini-batch is [17/27], time consumption is 0.20397258, batch_loss is 0.35538349
classify loss is 0.14522231, angle loss is 0.00108701, iou loss is 0.22383675
Epoch is [295/600], mini-batch is [18/27], time consumption is 0.20964909, batch_loss is 0.37992918
classify loss is 0.11860752, angle loss is 0.00142652, iou loss is 0.17308518
Epoch is [295/600], mini-batch is [19/27], time consumption is 0.20928264, batch_loss is 0.30595791
classify loss is 0.12100059, angle loss is 0.00244912, iou loss is 0.19730791
Epoch is [295/600], mini-batch is [20/27], time consumption is 0.20438218, batch_loss is 0.34279972
classify loss is 0.12982583, angle loss is 0.00092809, iou loss is 0.20497398
Epoch is [295/600], mini-batch is [21/27], time consumption is 0.20473480, batch_loss is 0.34408075
classify loss is 0.15789914, angle loss is 0.00248184, iou loss is 0.23412482
Epoch is [295/600], mini-batch is [22/27], time consumption is 0.20288205, batch_loss is 0.41684240
classify loss is 0.12923163, angle loss is 0.00105531, iou loss is 0.21083206
Epoch is [295/600], mini-batch is [23/27], time consumption is 0.21114540, batch_loss is 0.35061681
classify loss is 0.12522942, angle loss is 0.00216718, iou loss is 0.21368614
Epoch is [295/600], mini-batch is [24/27], time consumption is 0.20578170, batch_loss is 0.36058733
classify loss is 0.14471430, angle loss is 0.00259011, iou loss is 0.21761398
Epoch is [295/600], mini-batch is [25/27], time consumption is 0.20235085, batch_loss is 0.38822931
classify loss is 0.11765414, angle loss is 0.00135075, iou loss is 0.29320917
Epoch is [295/600], mini-batch is [26/27], time consumption is 0.20200920, batch_loss is 0.42437083
classify loss is 0.15693635, angle loss is 0.00304048, iou loss is 0.30454338
Epoch is [295/600], mini-batch is [27/27], time consumption is 0.20201564, batch_loss is 0.49188456
epoch_loss is 0.35809626, epoch_time is 20.57930374
Mon May 23 17:54:23 2022
==================================================
classify loss is 0.11577457, angle loss is 0.00104714, iou loss is 0.18587117
Epoch is [296/600], mini-batch is [1/27], time consumption is 0.21085906, batch_loss is 0.31211716
classify loss is 0.11688721, angle loss is 0.00086121, iou loss is 0.18294856
Epoch is [296/600], mini-batch is [2/27], time consumption is 0.20585775, batch_loss is 0.30844784
classify loss is 0.13650316, angle loss is 0.00178106, iou loss is 0.23842080
Epoch is [296/600], mini-batch is [3/27], time consumption is 0.20557666, batch_loss is 0.39273459
classify loss is 0.13470948, angle loss is 0.00113820, iou loss is 0.20442729
Epoch is [296/600], mini-batch is [4/27], time consumption is 0.20693874, batch_loss is 0.35051876
classify loss is 0.13483596, angle loss is 0.00082942, iou loss is 0.24265109
Epoch is [296/600], mini-batch is [5/27], time consumption is 0.20392585, batch_loss is 0.38578126
classify loss is 0.12673831, angle loss is 0.00155761, iou loss is 0.23278625
Epoch is [296/600], mini-batch is [6/27], time consumption is 0.20561481, batch_loss is 0.37510070
classify loss is 0.15264487, angle loss is 0.00103890, iou loss is 0.22417933
Epoch is [296/600], mini-batch is [7/27], time consumption is 0.20617652, batch_loss is 0.38721323
classify loss is 0.13522291, angle loss is 0.00108284, iou loss is 0.22144495
Epoch is [296/600], mini-batch is [8/27], time consumption is 0.20559478, batch_loss is 0.36749625
classify loss is 0.12050563, angle loss is 0.00211464, iou loss is 0.21089095
Epoch is [296/600], mini-batch is [9/27], time consumption is 0.20215154, batch_loss is 0.35254300
classify loss is 0.13285595, angle loss is 0.00101438, iou loss is 0.19619019
Epoch is [296/600], mini-batch is [10/27], time consumption is 0.20791793, batch_loss is 0.33918992
classify loss is 0.10258311, angle loss is 0.00152838, iou loss is 0.18725222
Epoch is [296/600], mini-batch is [11/27], time consumption is 0.20717406, batch_loss is 0.30511913
classify loss is 0.13504928, angle loss is 0.00113098, iou loss is 0.20472026
Epoch is [296/600], mini-batch is [12/27], time consumption is 0.20519304, batch_loss is 0.35107937
classify loss is 0.11209303, angle loss is 0.00102176, iou loss is 0.17104231
Epoch is [296/600], mini-batch is [13/27], time consumption is 0.20710349, batch_loss is 0.29335290
classify loss is 0.13373166, angle loss is 0.00150097, iou loss is 0.28105727
Epoch is [296/600], mini-batch is [14/27], time consumption is 0.20885205, batch_loss is 0.42979860
classify loss is 0.11255878, angle loss is 0.00058993, iou loss is 0.21038927
Epoch is [296/600], mini-batch is [15/27], time consumption is 0.20929527, batch_loss is 0.32884735
classify loss is 0.14663088, angle loss is 0.00136976, iou loss is 0.23428415
Epoch is [296/600], mini-batch is [16/27], time consumption is 0.20525503, batch_loss is 0.39461258
classify loss is 0.13073224, angle loss is 0.00130288, iou loss is 0.18115067
Epoch is [296/600], mini-batch is [17/27], time consumption is 0.20615554, batch_loss is 0.32491171
classify loss is 0.16958714, angle loss is 0.00203454, iou loss is 0.23959231
Epoch is [296/600], mini-batch is [18/27], time consumption is 0.20350289, batch_loss is 0.42952487
classify loss is 0.12291002, angle loss is 0.00150008, iou loss is 0.19750401
Epoch is [296/600], mini-batch is [19/27], time consumption is 0.20499158, batch_loss is 0.33541483
classify loss is 0.12069654, angle loss is 0.00343849, iou loss is 0.20454191
Epoch is [296/600], mini-batch is [20/27], time consumption is 0.20101380, batch_loss is 0.35962337
classify loss is 0.12055403, angle loss is 0.00204265, iou loss is 0.18183906
Epoch is [296/600], mini-batch is [21/27], time consumption is 0.20648003, batch_loss is 0.32281959
classify loss is 0.11983091, angle loss is 0.00131439, iou loss is 0.20861776
Epoch is [296/600], mini-batch is [22/27], time consumption is 0.20192242, batch_loss is 0.34159255
classify loss is 0.10876840, angle loss is 0.00168348, iou loss is 0.17927274
Epoch is [296/600], mini-batch is [23/27], time consumption is 0.20200443, batch_loss is 0.30487597
classify loss is 0.11769998, angle loss is 0.00173355, iou loss is 0.18722998
Epoch is [296/600], mini-batch is [24/27], time consumption is 0.20227170, batch_loss is 0.32226548
classify loss is 0.11698651, angle loss is 0.00234493, iou loss is 0.24804777
Epoch is [296/600], mini-batch is [25/27], time consumption is 0.20218945, batch_loss is 0.38848361
classify loss is 0.11890781, angle loss is 0.00141909, iou loss is 0.23625018
Epoch is [296/600], mini-batch is [26/27], time consumption is 0.20355296, batch_loss is 0.36934888
classify loss is 0.11202383, angle loss is 0.00148480, iou loss is 0.22793181
Epoch is [296/600], mini-batch is [27/27], time consumption is 0.20167303, batch_loss is 0.35480368
epoch_loss is 0.35287471, epoch_time is 21.31747770
Mon May 23 17:54:44 2022
==================================================
classify loss is 0.11929226, angle loss is 0.00134694, iou loss is 0.16586153
Epoch is [297/600], mini-batch is [1/27], time consumption is 0.20940924, batch_loss is 0.29862320
classify loss is 0.12845790, angle loss is 0.00137252, iou loss is 0.20321174
Epoch is [297/600], mini-batch is [2/27], time consumption is 0.20051742, batch_loss is 0.34539485
classify loss is 0.10072792, angle loss is 0.00096977, iou loss is 0.20679010
Epoch is [297/600], mini-batch is [3/27], time consumption is 0.20357752, batch_loss is 0.31721568
classify loss is 0.11308819, angle loss is 0.00123301, iou loss is 0.23890409
Epoch is [297/600], mini-batch is [4/27], time consumption is 0.20233488, batch_loss is 0.36432233
classify loss is 0.12280732, angle loss is 0.00094912, iou loss is 0.24867356
Epoch is [297/600], mini-batch is [5/27], time consumption is 0.20669770, batch_loss is 0.38097209
classify loss is 0.15275258, angle loss is 0.00101171, iou loss is 0.21761045
Epoch is [297/600], mini-batch is [6/27], time consumption is 0.20295620, batch_loss is 0.38048011
classify loss is 0.12996501, angle loss is 0.00091382, iou loss is 0.22808598
Epoch is [297/600], mini-batch is [7/27], time consumption is 0.20244741, batch_loss is 0.36718917
classify loss is 0.11419708, angle loss is 0.00199906, iou loss is 0.24828701
Epoch is [297/600], mini-batch is [8/27], time consumption is 0.20150304, batch_loss is 0.38247472
classify loss is 0.11919188, angle loss is 0.00097863, iou loss is 0.23396479
Epoch is [297/600], mini-batch is [9/27], time consumption is 0.20276165, batch_loss is 0.36294293
classify loss is 0.14020199, angle loss is 0.00137825, iou loss is 0.24739881
Epoch is [297/600], mini-batch is [10/27], time consumption is 0.20479107, batch_loss is 0.40138331
classify loss is 0.12923795, angle loss is 0.00103667, iou loss is 0.21717268
Epoch is [297/600], mini-batch is [11/27], time consumption is 0.20224333, batch_loss is 0.35677731
classify loss is 0.13035303, angle loss is 0.00095832, iou loss is 0.26448190
Epoch is [297/600], mini-batch is [12/27], time consumption is 0.20690393, batch_loss is 0.40441811
classify loss is 0.12069362, angle loss is 0.00091405, iou loss is 0.19237238
Epoch is [297/600], mini-batch is [13/27], time consumption is 0.20345426, batch_loss is 0.32220650
classify loss is 0.12727726, angle loss is 0.00189425, iou loss is 0.20768030
Epoch is [297/600], mini-batch is [14/27], time consumption is 0.20001912, batch_loss is 0.35390007
classify loss is 0.13263345, angle loss is 0.00264133, iou loss is 0.23200390
Epoch is [297/600], mini-batch is [15/27], time consumption is 0.19963455, batch_loss is 0.39105070
classify loss is 0.10539138, angle loss is 0.00100395, iou loss is 0.18512775
Epoch is [297/600], mini-batch is [16/27], time consumption is 0.19990516, batch_loss is 0.30055860
classify loss is 0.11684966, angle loss is 0.00091753, iou loss is 0.21003906
Epoch is [297/600], mini-batch is [17/27], time consumption is 0.20167398, batch_loss is 0.33606407
classify loss is 0.12376165, angle loss is 0.00120673, iou loss is 0.25880256
Epoch is [297/600], mini-batch is [18/27], time consumption is 0.20405793, batch_loss is 0.39463156
classify loss is 0.10818684, angle loss is 0.00185957, iou loss is 0.19881621
Epoch is [297/600], mini-batch is [19/27], time consumption is 0.20423818, batch_loss is 0.32559872
classify loss is 0.11983615, angle loss is 0.00217641, iou loss is 0.20043072
Epoch is [297/600], mini-batch is [20/27], time consumption is 0.20469260, batch_loss is 0.34203097
classify loss is 0.16300654, angle loss is 0.00108152, iou loss is 0.27562451
Epoch is [297/600], mini-batch is [21/27], time consumption is 0.20095849, batch_loss is 0.44944623
classify loss is 0.12504649, angle loss is 0.00235019, iou loss is 0.23500884
Epoch is [297/600], mini-batch is [22/27], time consumption is 0.20267606, batch_loss is 0.38355726
classify loss is 0.12366068, angle loss is 0.00188643, iou loss is 0.24550265
Epoch is [297/600], mini-batch is [23/27], time consumption is 0.20139813, batch_loss is 0.38802767
classify loss is 0.12497461, angle loss is 0.00110090, iou loss is 0.19121994
Epoch is [297/600], mini-batch is [24/27], time consumption is 0.19985700, batch_loss is 0.32720357
classify loss is 0.08996338, angle loss is 0.00095916, iou loss is 0.17401236
Epoch is [297/600], mini-batch is [25/27], time consumption is 0.20238781, batch_loss is 0.27356735
classify loss is 0.11411691, angle loss is 0.00083970, iou loss is 0.20215039
Epoch is [297/600], mini-batch is [26/27], time consumption is 0.19688988, batch_loss is 0.32466432
classify loss is 0.11013687, angle loss is 0.00144490, iou loss is 0.23312585
Epoch is [297/600], mini-batch is [27/27], time consumption is 0.20182538, batch_loss is 0.35771167
epoch_loss is 0.35675604, epoch_time is 20.68467021
Mon May 23 17:55:05 2022
==================================================
classify loss is 0.11129904, angle loss is 0.00144661, iou loss is 0.22912687
Epoch is [298/600], mini-batch is [1/27], time consumption is 0.21408844, batch_loss is 0.35489205
classify loss is 0.10997200, angle loss is 0.00097535, iou loss is 0.21867245
Epoch is [298/600], mini-batch is [2/27], time consumption is 0.20383930, batch_loss is 0.33839795
classify loss is 0.14457661, angle loss is 0.00089312, iou loss is 0.26842639
Epoch is [298/600], mini-batch is [3/27], time consumption is 0.20431900, batch_loss is 0.42193416
classify loss is 0.11460352, angle loss is 0.00127533, iou loss is 0.20079266
Epoch is [298/600], mini-batch is [4/27], time consumption is 0.20382404, batch_loss is 0.32814950
classify loss is 0.12941331, angle loss is 0.00125102, iou loss is 0.23893930
Epoch is [298/600], mini-batch is [5/27], time consumption is 0.20251703, batch_loss is 0.38086280
classify loss is 0.12758088, angle loss is 0.00136565, iou loss is 0.21489599
Epoch is [298/600], mini-batch is [6/27], time consumption is 0.20455909, batch_loss is 0.35613337
classify loss is 0.09869891, angle loss is 0.00154205, iou loss is 0.18011069
Epoch is [298/600], mini-batch is [7/27], time consumption is 0.20460796, batch_loss is 0.29423010
classify loss is 0.12165326, angle loss is 0.00083263, iou loss is 0.22866395
Epoch is [298/600], mini-batch is [8/27], time consumption is 0.20232916, batch_loss is 0.35864350
classify loss is 0.12129563, angle loss is 0.00104877, iou loss is 0.22161925
Epoch is [298/600], mini-batch is [9/27], time consumption is 0.20653033, batch_loss is 0.35340261
classify loss is 0.11381769, angle loss is 0.00125397, iou loss is 0.22708116
Epoch is [298/600], mini-batch is [10/27], time consumption is 0.20466685, batch_loss is 0.35343853
classify loss is 0.10819054, angle loss is 0.00123157, iou loss is 0.18022969
Epoch is [298/600], mini-batch is [11/27], time consumption is 0.20721221, batch_loss is 0.30073598
